file_name,relative_path,component_group,stage,confidence,decision,reason,target_relative_path
20260331_224938_gp_1XY68LJw.jpg,photos/20260331_224938_gp_1XY68LJw.jpg,chassis_underside,underside_inspection,high,keep,keyword_car_match,
20260331_231205.mp4,photos/20260331_231205.mp4,chassis_underside,underside_inspection,high,keep,keyword_car_match,
20260331_231214_gp_cunhnl9w.mp4,photos/20260331_231214_gp_cunhnl9w.mp4,chassis_underside,underside_inspection,high,keep,keyword_car_match,
20260331_232826.jpg,photos/20260331_232826.jpg,chassis_underside,underside_inspection,high,keep,keyword_car_match,
20260331_232827_gp_k7WmKFhA.jpg,photos/20260331_232827_gp_k7WmKFhA.jpg,chassis_underside,underside_inspection,high,keep,keyword_car_match,
20260331_232832.jpg,photos/20260331_232832.jpg,chassis_underside,underside_inspection,high,keep,keyword_car_match,
20260331_232834_gp_U8M9rGvg.jpg,photos/20260331_232834_gp_U8M9rGvg.jpg,chassis_underside,underside_inspection,high,keep,keyword_car_match,
20260331_233445.jpg,photos/20260331_233445.jpg,chassis_underside,underside_inspection,high,keep,keyword_car_match,
20260331_233447_gp_OcbgUcIA.jpg,photos/20260331_233447_gp_OcbgUcIA.jpg,chassis_underside,underside_inspection,high,keep,keyword_car_match,
20260401_111029_gp_6ebGjXdw.jpg,photos/20260401_111029_gp_6ebGjXdw.jpg,documentation_reference,reference_material,high,keep,reference_but_high_or_medium_confidence,
20260401_121730.jpg,photos/20260401_121730.jpg,documentation_reference,reference_material,high,keep,reference_but_high_or_medium_confidence,
20260401_121730_gp_Kjg7RE4g.jpg,photos/20260401_121730_gp_Kjg7RE4g.jpg,documentation_reference,reference_material,high,keep,reference_but_high_or_medium_confidence,
20260403_004136.jpg,photos/20260403_004136.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_004136_gp_K59gVoXw.jpg,photos/20260403_004136_gp_K59gVoXw.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_004142.jpg,photos/20260403_004142.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_004142_gp_2wmxtb3A.jpg,photos/20260403_004142_gp_2wmxtb3A.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_004145.jpg,photos/20260403_004145.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_004146_gp_eN3BHWzQ.jpg,photos/20260403_004146_gp_eN3BHWzQ.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_005051.jpg,photos/20260403_005051.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_005052_gp_F1otrVZA.jpg,photos/20260403_005052_gp_F1otrVZA.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_005101.jpg,photos/20260403_005101.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_005102_gp_5ND0cbQA.jpg,photos/20260403_005102_gp_5ND0cbQA.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_005107.jpg,photos/20260403_005107.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_005109_gp_ffAv1oWQ.jpg,photos/20260403_005109_gp_ffAv1oWQ.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_005113.jpg,photos/20260403_005113.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_005114_gp_muIt66Fw.jpg,photos/20260403_005114_gp_muIt66Fw.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_195524.jpg,photos/20260403_195524.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_195524_gp_vSsn2KuA.jpg,photos/20260403_195524_gp_vSsn2KuA.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_202319.jpg,photos/20260403_202319.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_202319_gp_dmuZGYEg.jpg,photos/20260403_202319_gp_dmuZGYEg.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_202907.jpg,photos/20260403_202907.jpg,documentation_reference,reference_material,high,keep,reference_but_high_or_medium_confidence,
20260403_202907_gp_CBoVlGVQ.jpg,photos/20260403_202907_gp_CBoVlGVQ.jpg,documentation_reference,reference_material,high,keep,reference_but_high_or_medium_confidence,
20260403_202920.jpg,photos/20260403_202920.jpg,documentation_reference,reference_material,high,keep,reference_but_high_or_medium_confidence,
20260403_202920_gp_WmvduRvQ.jpg,photos/20260403_202920_gp_WmvduRvQ.jpg,documentation_reference,reference_material,high,keep,reference_but_high_or_medium_confidence,
20260403_204222.jpg,photos/20260403_204222.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_204223_gp_TuNmq2PA.jpg,photos/20260403_204223_gp_TuNmq2PA.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_205909.jpg,photos/20260403_205909.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_205909_gp_BdIDB36A.jpg,photos/20260403_205909_gp_BdIDB36A.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_210548.jpg,photos/20260403_210548.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_210548_gp_lQR2yH2Q.jpg,photos/20260403_210548_gp_lQR2yH2Q.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_234817.jpg,photos/20260403_234817.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260403_234817_gp_83HD1ieg.jpg,photos/20260403_234817_gp_83HD1ieg.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
20260404_040022.jpg,photos/20260404_040022.jpg,procurement_inventory,procurement_reconciliation,high,keep,keyword_car_match,
